ClientID,ColourSeasonID,PreferredStylistID,ReferralSource,AgeGroup,FirstConsultationDate,HasStyleAnalysis,HasMakeupLesson
CL1905,CS07,STY043,TikTok,35-44,2020-12-27,No,No
CL1906,CS05,STY069,Return Client,25-34,2024-11-11,Yes,Yes
CL1907,CS05,STY057,TikTok,35-44,2023-07-05,Yes,Yes
CL1908,CS08,STY061,Word of Mouth,55-64,2022-11-09,No,Yes
CL1909,CS03,STY013,Word of Mouth,35-44,2021-09-15,No,Yes
CL1910,CS11,STY014,Friend Referral,55-64,2021-01-31,Yes,Yes
CL1911,CS05,STY061,Google Search,35-44,2022-12-22,Yes,No
CL1912,CS05,STY020,Corporate,25-34,2023-10-08,No,Yes
CL1913,CS04,STY021,Friend Referral,45-54,2024-10-11,Yes,Yes
CL1914,CS09,STY054,YouTube,45-54,2024-06-03,No,Yes
CL1915,CS05,STY048,Facebook,55-64,2021-09-13,Yes,Yes
CL1916,CS06,STY058,Friend Referral,55-64,2021-10-07,No,Yes
CL1917,CS10,STY052,Instagram,35-44,2024-04-10,Yes,Yes
CL1918,CS06,STY036,TikTok,25-34,2022-07-24,Yes,No
CL1919,CS04,STY048,Word of Mouth,45-54,2021-08-26,Yes,Yes
CL1920,CS07,STY026,Friend Referral,35-44,2023-02-20,Yes,No
CL1921,CS09,STY032,Facebook,25-34,2020-06-01,Yes,Yes
CL1922,CS12,STY006,Facebook,45-54,2022-08-20,No,No
CL1923,CS12,STY049,Facebook,25-34,2023-05-27,Yes,Yes
CL1924,CS01,STY057,TikTok,25-34,2022-01-26,No,Yes
CL1925,CS08,STY053,Word of Mouth,45-54,2021-10-26,Yes,Yes
CL1926,CS10,STY057,Instagram,25-34,2020-06-29,Yes,Yes
CL1927,CS10,STY068,Google Search,45-54,2023-02-14,No,No
CL1928,CS01,STY041,Word of Mouth,45-54,2024-11-18,No,Yes
CL1929,CS12,STY030,Gift Voucher,25-34,2022-08-17,No,Yes
CL1930,CS06,STY033,Word of Mouth,65+,2021-06-14,Yes,Yes
CL1931,CS02,STY063,TikTok,35-44,2024-07-08,Yes,No
CL1932,CS01,STY073,Corporate,35-44,2020-02-03,No,Yes
CL1933,CS09,STY063,Gift Voucher,35-44,2023-01-08,No,No
CL1934,CS06,STY012,TikTok,45-54,2023-03-03,Yes,No
CL1935,CS03,STY074,Friend Referral,55-64,2020-06-28,No,No
CL1936,CS11,STY056,YouTube,45-54,2024-04-20,No,Yes
CL1937,CS08,STY043,Gift Voucher,65+,2020-11-07,Yes,Yes
CL1938,CS11,STY056,Google Search,35-44,2024-05-18,Yes,Yes
CL1939,CS10,STY003,Instagram,45-54,2022-03-09,Yes,Yes
CL1940,CS06,STY042,Facebook,25-34,2021-04-01,No,No
CL1941,CS11,STY074,Word of Mouth,55-64,2021-12-27,Yes,Yes
CL1942,CS03,STY069,Word of Mouth,25-34,2020-02-23,Yes,Yes
CL1943,CS09,STY041,Instagram,18-24,2024-11-17,Yes,No
CL1944,CS04,STY030,Word of Mouth,25-34,2021-07-09,Yes,Yes
CL1945,CS01,STY016,Word of Mouth,55-64,2022-06-19,No,Yes
CL1946,CS08,STY049,Gift Voucher,55-64,2021-03-03,Yes,Yes
CL1947,CS08,STY016,Instagram,25-34,2022-02-18,Yes,Yes
CL1948,CS09,STY021,Corporate,45-54,2020-09-06,Yes,Yes
CL1949,CS08,STY054,Friend Referral,35-44,2021-10-10,Yes,Yes
CL1950,CS02,STY066,Friend Referral,35-44,2021-06-06,Yes,Yes
CL1951,CS01,STY013,Word of Mouth,55-64,2022-03-30,No,Yes
CL1952,CS05,STY039,Gift Voucher,35-44,2024-10-02,Yes,No
CL1953,CS02,STY061,TikTok,55-64,2024-11-28,Yes,Yes
CL1954,CS12,STY032,TikTok,35-44,2020-10-15,Yes,No
CL1955,CS01,STY061,Word of Mouth,25-34,2023-11-24,Yes,Yes
CL1956,CS10,STY038,Friend Referral,55-64,2023-09-15,No,No
CL1957,CS07,STY067,Friend Referral,35-44,2020-12-23,Yes,No
CL1958,CS11,STY021,Word of Mouth,55-64,2020-08-12,Yes,Yes
CL1959,CS04,STY034,Instagram,45-54,2024-09-19,No,Yes
CL1960,CS01,STY019,Instagram,55-64,2020-03-11,No,Yes
CL1961,CS09,STY022,Instagram,45-54,2022-12-11,Yes,Yes
CL1962,CS01,STY009,Instagram,25-34,2022-05-09,Yes,Yes
CL1963,CS08,STY057,YouTube,55-64,2023-01-04,Yes,No
CL1964,CS11,STY017,Word of Mouth,35-44,2021-06-10,No,No
CL1965,CS09,STY013,Instagram,45-54,2024-01-07,No,Yes
CL1966,CS12,STY029,Gift Voucher,35-44,2020-09-14,Yes,Yes
CL1967,CS04,STY052,TikTok,45-54,2024-01-08,No,No
CL1968,CS02,STY039,Word of Mouth,25-34,2024-02-04,No,No
CL1969,CS08,STY035,TikTok,35-44,2023-03-28,Yes,Yes
CL1970,CS07,STY005,Instagram,25-34,2024-02-17,No,No
CL1971,CS01,STY019,Friend Referral,65+,2020-01-30,Yes,Yes
CL1972,CS03,STY062,Instagram,18-24,2022-09-11,No,Yes
CL1973,CS11,STY058,Gift Voucher,65+,2022-04-10,Yes,Yes
CL1974,CS10,STY036,Instagram,35-44,2024-03-05,No,Yes
CL1975,CS03,STY071,Instagram,55-64,2022-09-25,No,No
CL1976,CS02,STY034,TikTok,35-44,2022-11-29,Yes,Yes
CL1977,CS07,STY013,TikTok,65+,2020-09-15,Yes,Yes
CL1978,CS02,STY045,Word of Mouth,45-54,2020-09-15,No,Yes
CL1979,CS07,STY065,Google Search,65+,2024-11-10,Yes,Yes
CL1980,CS09,STY003,Word of Mouth,55-64,2021-03-30,Yes,No
CL1981,CS12,STY073,Instagram,45-54,2020-11-06,Yes,No
CL1982,CS06,STY022,Google Search,45-54,2022-12-23,No,Yes
CL1983,CS02,STY029,Friend Referral,45-54,2024-10-25,Yes,No
CL1984,CS10,STY052,Facebook,25-34,2020-04-10,No,Yes
CL1985,CS09,STY042,Return Client,55-64,2022-08-16,Yes,No
CL1986,CS05,STY040,Word of Mouth,25-34,2023-02-12,Yes,No
CL1987,CS10,STY053,Google Search,18-24,2024-03-26,Yes,Yes
CL1988,CS08,STY032,Friend Referral,45-54,2024-07-10,No,Yes
CL1989,CS11,STY045,Facebook,45-54,2021-05-24,Yes,Yes
CL1990,CS05,STY020,Word of Mouth,35-44,2024-01-26,Yes,Yes
CL1991,CS03,STY016,TikTok,45-54,2020-01-23,No,No
CL1992,CS02,STY057,Friend Referral,45-54,2021-04-20,No,Yes
CL1993,CS09,STY044,Friend Referral,35-44,2020-05-24,No,Yes
CL1994,CS07,STY060,Gift Voucher,25-34,2023-07-07,No,No
CL1995,CS03,STY063,Gift Voucher,45-54,2024-06-15,No,Yes
CL1996,CS09,STY047,Word of Mouth,65+,2023-05-20,Yes,No
CL1997,CS08,STY008,Gift Voucher,65+,2022-05-13,Yes,Yes
CL1998,CS12,STY066,Friend Referral,55-64,2023-08-04,No,Yes
CL1999,CS11,STY002,Gift Voucher,65+,2020-06-19,Yes,No
CL2000,CS08,STY056,Word of Mouth,35-44,2023-04-25,No,Yes
CL2001,CS12,STY049,Facebook,45-54,2023-03-04,No,Yes
CL2002,CS10,STY013,Word of Mouth,55-64,2023-08-09,Yes,Yes
CL2003,CS04,STY054,Instagram,45-54,2023-05-21,No,No
CL2004,CS12,STY059,Word of Mouth,45-54,2022-06-20,Yes,Yes
CL2005,CS11,STY028,Friend Referral,35-44,2020-02-22,Yes,Yes
CL2006,CS11,STY004,Return Client,25-34,2022-04-24,No,Yes
CL2007,CS06,STY036,Friend Referral,35-44,2021-05-24,No,Yes
CL2008,CS06,STY021,Facebook,65+,2021-06-22,Yes,No
CL2009,CS09,STY045,TikTok,45-54,2024-03-22,Yes,Yes
CL2010,CS02,STY030,Instagram,45-54,2024-02-24,No,Yes
CL2011,CS02,STY041,Corporate,25-34,2022-04-11,No,No
CL2012,CS03,STY063,Friend Referral,25-34,2024-10-19,No,Yes
CL2013,CS08,STY042,Gift Voucher,45-54,2020-12-11,Yes,Yes
CL2014,CS04,STY072,Google Search,55-64,2023-12-05,No,No
CL2015,CS09,STY026,Word of Mouth,45-54,2020-06-04,Yes,Yes
CL2016,CS12,STY034,Google Search,55-64,2022-04-08,Yes,No
CL2017,CS06,STY014,Google Search,35-44,2022-02-27,No,No
CL2018,CS10,STY057,Return Client,35-44,2021-04-05,Yes,Yes
CL2019,CS09,STY064,Word of Mouth,65+,2020-02-23,Yes,No
CL2020,CS04,STY028,Word of Mouth,25-34,2023-08-19,Yes,Yes
CL2021,CS05,STY062,Word of Mouth,18-24,2023-06-07,No,Yes
CL2022,CS09,STY024,Google Search,35-44,2022-04-24,No,No
CL2023,CS10,STY034,Gift Voucher,65+,2024-03-09,No,Yes
CL2024,CS07,STY041,Instagram,55-64,2021-04-25,No,Yes
CL2025,CS12,STY032,Word of Mouth,55-64,2023-12-09,Yes,Yes
CL2026,CS09,STY030,Friend Referral,35-44,2020-08-02,No,No
CL2027,CS12,STY060,TikTok,35-44,2021-04-03,No,No
CL2028,CS01,STY056,Facebook,35-44,2023-04-25,Yes,Yes
CL2029,CS01,STY045,Google Search,35-44,2020-04-27,No,No
CL2030,CS03,STY036,Word of Mouth,35-44,2024-01-12,No,No
CL2031,CS01,STY018,Friend Referral,35-44,2023-12-13,No,Yes
CL2032,CS11,STY039,Facebook,35-44,2023-10-13,No,Yes
CL2033,CS10,STY019,Friend Referral,35-44,2022-04-13,No,Yes
CL2034,CS10,STY016,Word of Mouth,45-54,2023-04-18,Yes,No
CL2035,CS02,STY025,Google Search,45-54,2024-02-09,Yes,No
CL2036,CS03,STY016,Gift Voucher,18-24,2022-10-10,No,Yes
CL2037,CS02,STY050,Return Client,35-44,2023-11-04,No,Yes
CL2038,CS12,STY013,Facebook,55-64,2021-01-09,No,Yes
CL2039,CS03,STY012,Friend Referral,55-64,2022-10-20,Yes,Yes
CL2040,CS07,STY011,Word of Mouth,35-44,2023-08-18,No,Yes
CL2041,CS02,STY008,Google Search,18-24,2023-05-26,Yes,No
CL2042,CS06,STY002,Word of Mouth,18-24,2022-12-19,Yes,Yes
CL2043,CS07,STY073,Instagram,55-64,2023-03-09,No,Yes
CL2044,CS03,STY069,Word of Mouth,45-54,2021-01-07,Yes,Yes
CL2045,CS02,STY048,Gift Voucher,55-64,2023-05-13,Yes,Yes
CL2046,CS12,STY020,Gift Voucher,45-54,2022-11-05,No,Yes
CL2047,CS10,STY016,Word of Mouth,35-44,2024-06-13,No,Yes
CL2048,CS02,STY022,Instagram,25-34,2022-11-27,Yes,Yes
CL2049,CS04,STY059,TikTok,65+,2021-11-21,No,Yes
CL2050,CS02,STY047,TikTok,18-24,2021-05-19,Yes,Yes
CL2051,CS08,STY008,Word of Mouth,35-44,2022-01-03,No,No
CL2052,CS12,STY067,Friend Referral,45-54,2024-10-02,Yes,No
CL2053,CS11,STY069,Instagram,35-44,2023-03-23,No,No
CL2054,CS11,STY026,Word of Mouth,35-44,2022-07-06,No,No
CL2055,CS07,STY004,Facebook,35-44,2022-10-01,No,Yes
CL2056,CS06,STY064,Google Search,45-54,2021-09-18,No,No
CL2057,CS12,STY012,Word of Mouth,55-64,2021-01-20,No,No
CL2058,CS12,STY041,Corporate,35-44,2023-08-05,Yes,No
CL2059,CS01,STY046,Word of Mouth,35-44,2021-01-20,Yes,No
CL2060,CS07,STY066,Friend Referral,35-44,2020-12-31,No,No
CL2061,CS12,STY024,Word of Mouth,25-34,2022-07-25,Yes,No
CL2062,CS06,STY074,Word of Mouth,25-34,2021-02-27,Yes,Yes
CL2063,CS07,STY001,Word of Mouth,45-54,2021-08-17,Yes,No
CL2064,CS06,STY030,YouTube,65+,2024-08-19,No,Yes
CL2065,CS01,STY034,Word of Mouth,45-54,2023-06-27,No,No
CL2066,CS10,STY027,Friend Referral,55-64,2021-09-26,No,Yes
CL2067,CS12,STY036,Word of Mouth,55-64,2022-02-11,Yes,Yes
CL2068,CS05,STY006,TikTok,45-54,2022-03-20,No,Yes
CL2069,CS11,STY015,Friend Referral,18-24,2020-08-22,Yes,Yes
CL2070,CS02,STY033,Word of Mouth,35-44,2024-02-24,No,Yes
CL2071,CS09,STY014,Instagram,55-64,2021-06-19,Yes,Yes
CL2072,CS04,STY026,Return Client,35-44,2022-10-16,Yes,No
CL2073,CS01,STY005,Facebook,25-34,2021-04-13,No,Yes
CL2074,CS02,STY056,Friend Referral,55-64,2021-05-10,No,Yes
CL2075,CS12,STY065,Word of Mouth,45-54,2020-03-25,Yes,Yes
CL2076,CS12,STY044,Instagram,35-44,2020-11-08,No,Yes
CL2077,CS06,STY051,Facebook,55-64,2020-04-25,No,Yes
CL2078,CS05,STY025,Google Search,25-34,2023-07-08,No,No
CL2079,CS12,STY032,Facebook,55-64,2020-05-22,No,No
CL2080,CS03,STY015,Word of Mouth,65+,2020-04-26,Yes,Yes
CL2081,CS09,STY042,Google Search,45-54,2020-12-13,No,Yes
CL2082,CS03,STY049,Corporate,45-54,2020-01-13,Yes,No
CL2083,CS01,STY029,Friend Referral,45-54,2020-09-02,Yes,No
CL2084,CS09,STY074,Word of Mouth,45-54,2022-09-02,No,Yes
CL2085,CS11,STY031,TikTok,35-44,2024-03-12,No,No
CL2086,CS05,STY062,Instagram,65+,2022-07-20,Yes,Yes
CL2087,CS09,STY023,Gift Voucher,25-34,2021-08-10,No,Yes
CL2088,CS03,STY039,Instagram,18-24,2024-07-07,Yes,Yes
CL2089,CS08,STY030,Facebook,55-64,2024-10-10,No,Yes
CL2090,CS11,STY054,Instagram,65+,2022-05-12,No,No
CL2091,CS08,STY044,Facebook,35-44,2022-01-14,No,No
CL2092,CS07,STY028,Word of Mouth,35-44,2021-05-18,Yes,No
CL2093,CS04,STY047,Return Client,45-54,2024-05-24,No,No
CL2094,CS07,STY019,Instagram,35-44,2022-03-15,No,Yes
CL2095,CS09,STY053,TikTok,35-44,2024-09-01,Yes,Yes
CL2096,CS04,STY050,Instagram,55-64,2023-09-12,No,Yes
CL2097,CS08,STY023,Word of Mouth,25-34,2023-03-08,No,No
CL2098,CS11,STY074,Google Search,25-34,2022-04-03,Yes,Yes
CL2099,CS07,STY017,Instagram,25-34,2024-02-21,No,Yes
CL2100,CS10,STY005,Return Client,45-54,2024-02-14,Yes,Yes
CL2101,CS02,STY007,Word of Mouth,55-64,2024-11-15,No,Yes
CL2102,CS06,STY020,Return Client,35-44,2024-03-02,Yes,Yes
CL2103,CS02,STY058,Instagram,55-64,2023-04-09,No,Yes
CL2104,CS12,STY072,Word of Mouth,35-44,2024-07-01,Yes,Yes
CL2105,CS03,STY053,Facebook,35-44,2023-06-20,Yes,No
CL2106,CS09,STY032,TikTok,45-54,2021-07-29,Yes,No
CL2107,CS03,STY018,Corporate,25-34,2020-03-21,No,Yes
CL2108,CS07,STY047,Facebook,45-54,2023-04-15,No,No
CL2109,CS10,STY073,Word of Mouth,55-64,2022-10-04,No,Yes
CL2110,CS02,STY039,Gift Voucher,18-24,2020-10-03,No,Yes
CL2111,CS02,STY026,YouTube,45-54,2023-10-01,No,Yes
CL2112,CS12,STY064,Friend Referral,45-54,2021-12-27,Yes,No
CL2113,CS10,STY033,Facebook,25-34,2024-10-09,Yes,No
CL2114,CS05,STY063,YouTube,55-64,2020-02-18,No,Yes
CL2115,CS01,STY058,TikTok,45-54,2021-06-22,No,Yes
CL2116,CS01,STY059,Instagram,65+,2023-09-06,Yes,Yes
CL2117,CS09,STY002,Word of Mouth,55-64,2023-07-02,Yes,Yes
CL2118,CS07,STY005,Word of Mouth,35-44,2022-03-06,No,No
CL2119,CS07,STY055,Instagram,55-64,2024-10-14,No,No
CL2120,CS06,STY071,Word of Mouth,35-44,2021-06-19,Yes,Yes
CL2121,CS05,STY011,Instagram,55-64,2023-10-07,No,No
CL2122,CS02,STY014,Word of Mouth,25-34,2024-04-09,Yes,Yes
CL2123,CS03,STY031,Instagram,25-34,2024-06-29,Yes,Yes
CL2124,CS01,STY010,Friend Referral,45-54,2021-11-29,Yes,No
CL2125,CS11,STY043,Return Client,65+,2023-07-16,Yes,No
CL2126,CS02,STY011,Word of Mouth,25-34,2024-03-07,Yes,Yes
CL2127,CS12,STY030,Return Client,18-24,2024-06-09,Yes,Yes
CL2128,CS12,STY025,Word of Mouth,35-44,2022-12-20,No,Yes
CL2129,CS12,STY061,YouTube,45-54,2021-01-16,No,No
CL2130,CS11,STY024,Google Search,55-64,2022-06-25,Yes,Yes
CL2131,CS03,STY070,Return Client,25-34,2024-12-03,Yes,No
CL2132,CS02,STY042,Friend Referral,18-24,2021-01-18,Yes,Yes
CL2133,CS07,STY053,TikTok,45-54,2023-05-16,No,Yes
CL2134,CS07,STY068,Instagram,35-44,2021-05-08,Yes,No
CL2135,CS11,STY008,Instagram,45-54,2020-05-12,Yes,Yes
CL2136,CS06,STY056,Corporate,18-24,2024-03-27,Yes,No
CL2137,CS12,STY012,Facebook,65+,2023-10-13,No,No
CL2138,CS06,STY073,Friend Referral,45-54,2020-05-14,No,No
CL2139,CS06,STY048,Facebook,45-54,2022-09-10,No,Yes
CL2140,CS08,STY030,Instagram,65+,2021-01-24,Yes,Yes
CL2141,CS12,STY042,Instagram,35-44,2022-08-03,No,Yes
CL2142,CS08,STY050,Facebook,25-34,2024-03-17,No,Yes
CL2143,CS03,STY020,Friend Referral,35-44,2024-11-17,No,Yes
CL2144,CS01,STY020,Facebook,55-64,2020-12-19,Yes,Yes
CL2145,CS02,STY044,Word of Mouth,35-44,2021-07-08,Yes,Yes
CL2146,CS08,STY071,Instagram,35-44,2024-10-14,No,Yes
CL2147,CS04,STY056,Facebook,45-54,2022-06-05,Yes,Yes
CL2148,CS11,STY042,Word of Mouth,65+,2020-05-17,No,No
CL2149,CS05,STY028,Word of Mouth,35-44,2022-10-09,No,Yes
CL2150,CS01,STY040,Return Client,45-54,2021-11-24,No,No
CL2151,CS02,STY048,Google Search,35-44,2021-11-29,Yes,Yes
CL2152,CS10,STY048,Return Client,18-24,2022-07-04,No,Yes
CL2153,CS04,STY041,Return Client,45-54,2024-11-20,No,Yes
CL2154,CS09,STY025,Instagram,45-54,2023-12-01,Yes,Yes
CL2155,CS11,STY031,Google Search,55-64,2023-12-21,Yes,Yes
CL2156,CS10,STY013,Facebook,18-24,2022-11-12,No,Yes
CL2157,CS10,STY035,Instagram,35-44,2022-08-05,Yes,Yes
CL2158,CS07,STY019,Friend Referral,45-54,2021-07-19,No,Yes
CL2159,CS08,STY046,Word of Mouth,45-54,2021-11-01,No,No
CL2160,CS03,STY041,Friend Referral,65+,2022-09-19,Yes,No
CL2161,CS04,STY038,Return Client,45-54,2020-09-03,Yes,No
CL2162,CS04,STY049,Google Search,35-44,2021-05-23,No,No
CL2163,CS01,STY004,Instagram,25-34,2021-08-29,Yes,No
CL2164,CS11,STY019,Friend Referral,18-24,2022-08-10,No,No
CL2165,CS07,STY041,Google Search,45-54,2024-04-02,Yes,Yes
CL2166,CS08,STY037,Instagram,45-54,2022-07-17,Yes,No
CL2167,CS03,STY042,Instagram,18-24,2020-04-17,No,Yes
CL2168,CS03,STY004,Instagram,45-54,2023-01-31,No,No
CL2169,CS06,STY005,Instagram,35-44,2024-09-08,No,Yes
CL2170,CS10,STY008,Friend Referral,18-24,2022-11-13,Yes,Yes
CL2171,CS02,STY067,Corporate,25-34,2020-07-28,Yes,No
CL2172,CS04,STY044,Word of Mouth,35-44,2022-01-01,Yes,Yes
CL2173,CS06,STY008,Friend Referral,35-44,2023-01-21,No,No
CL2174,CS07,STY027,Friend Referral,35-44,2020-07-02,No,Yes
CL2175,CS02,STY031,Friend Referral,55-64,2021-04-10,Yes,No
CL2176,CS11,STY029,Google Search,18-24,2024-09-22,No,Yes
CL2177,CS01,STY018,Word of Mouth,25-34,2020-11-08,No,Yes
CL2178,CS07,STY066,Friend Referral,45-54,2020-02-09,No,Yes
CL2179,CS01,STY009,TikTok,45-54,2023-01-31,Yes,Yes
CL2180,CS10,STY001,Word of Mouth,25-34,2022-10-03,No,No
CL2181,CS02,STY022,Google Search,35-44,2024-08-24,No,Yes
CL2182,CS03,STY037,Google Search,55-64,2024-03-04,No,No
CL2183,CS06,STY033,Google Search,25-34,2021-02-16,No,Yes
CL2184,CS06,STY037,Gift Voucher,35-44,2023-08-25,No,Yes
CL2185,CS08,STY052,TikTok,45-54,2022-11-14,Yes,Yes
CL2186,CS02,STY027,Word of Mouth,55-64,2024-03-01,Yes,No
CL2187,CS12,STY028,Friend Referral,55-64,2023-10-12,No,Yes
CL2188,CS08,STY033,Word of Mouth,45-54,2023-03-06,Yes,No
CL2189,CS01,STY043,Instagram,25-34,2021-01-05,Yes,Yes
CL2190,CS12,STY022,Instagram,35-44,2022-03-11,No,Yes
CL2191,CS09,STY032,Google Search,45-54,2023-09-28,Yes,No
CL2192,CS02,STY007,Gift Voucher,55-64,2023-06-22,Yes,Yes
CL2193,CS01,STY021,Instagram,35-44,2023-03-09,Yes,Yes
CL2194,CS06,STY048,Word of Mouth,25-34,2022-05-16,Yes,Yes
CL2195,CS07,STY016,TikTok,25-34,2020-03-12,No,Yes
CL2196,CS05,STY027,Facebook,65+,2024-06-27,Yes,No
CL2197,CS12,STY023,Return Client,45-54,2022-09-02,Yes,Yes
CL2198,CS02,STY072,Friend Referral,35-44,2023-04-02,No,Yes
CL2199,CS01,STY020,Friend Referral,35-44,2024-02-06,Yes,Yes
CL2200,CS07,STY056,TikTok,18-24,2022-10-15,No,Yes
CL2201,CS03,STY009,Return Client,35-44,2020-03-31,No,No
CL2202,CS05,STY004,Friend Referral,25-34,2021-07-01,No,Yes
CL2203,CS04,STY006,Friend Referral,55-64,2023-08-24,No,No
CL2204,CS12,STY007,Facebook,25-34,2024-10-03,No,Yes
CL2205,CS02,STY070,Google Search,35-44,2022-08-25,Yes,Yes
CL2206,CS11,STY019,Corporate,45-54,2023-01-12,No,No
CL2207,CS11,STY048,Instagram,25-34,2022-04-02,No,Yes
CL2208,CS05,STY070,Word of Mouth,45-54,2022-10-09,No,Yes
CL2209,CS07,STY043,Word of Mouth,25-34,2020-10-08,No,No
CL2210,CS08,STY022,Facebook,35-44,2023-10-25,Yes,Yes
CL2211,CS09,STY044,Corporate,65+,2020-10-24,Yes,No
CL2212,CS03,STY051,Return Client,45-54,2024-08-15,Yes,Yes
CL2213,CS02,STY014,YouTube,35-44,2022-11-30,Yes,Yes
CL2214,CS09,STY043,TikTok,25-34,2021-04-09,No,Yes
CL2215,CS06,STY051,Friend Referral,45-54,2023-01-28,No,Yes
CL2216,CS10,STY014,Instagram,35-44,2024-03-19,Yes,No
CL2217,CS11,STY025,Facebook,55-64,2024-03-22,Yes,No
CL2218,CS02,STY040,Facebook,55-64,2023-11-24,Yes,Yes
CL2219,CS05,STY025,Friend Referral,35-44,2020-07-16,Yes,Yes
CL2220,CS01,STY010,Instagram,25-34,2024-08-22,Yes,Yes
CL2221,CS08,STY052,Return Client,35-44,2022-01-02,Yes,No
CL2222,CS10,STY039,Instagram,35-44,2021-03-02,No,No
CL2223,CS10,STY006,Corporate,45-54,2023-04-30,No,Yes
CL2224,CS08,STY061,Instagram,18-24,2023-12-05,No,No
CL2225,CS02,STY063,Facebook,45-54,2021-12-19,Yes,Yes
CL2226,CS01,STY061,Return Client,45-54,2020-06-26,No,No
CL2227,CS02,STY013,Word of Mouth,45-54,2024-01-05,No,Yes
CL2228,CS12,STY005,Instagram,45-54,2022-08-19,No,Yes
CL2229,CS09,STY053,Friend Referral,55-64,2021-03-19,Yes,Yes
CL2230,CS11,STY004,Word of Mouth,55-64,2024-05-18,No,Yes
CL2231,CS09,STY050,Word of Mouth,25-34,2023-03-03,Yes,Yes
CL2232,CS10,STY058,Word of Mouth,35-44,2020-12-22,No,Yes
CL2233,CS01,STY020,Instagram,35-44,2020-08-12,Yes,Yes
CL2234,CS08,STY023,Facebook,18-24,2024-05-07,No,Yes
CL2235,CS05,STY064,Word of Mouth,35-44,2023-10-30,Yes,No
CL2236,CS08,STY013,Friend Referral,65+,2020-08-25,Yes,Yes
CL2237,CS03,STY004,Friend Referral,65+,2023-02-26,No,Yes
CL2238,CS06,STY068,Friend Referral,35-44,2023-12-21,No,No
CL2239,CS09,STY056,Word of Mouth,35-44,2021-07-25,No,Yes
CL2240,CS02,STY046,Word of Mouth,55-64,2023-09-23,No,Yes
CL2241,CS09,STY018,Corporate,55-64,2024-11-28,Yes,Yes
CL2242,CS03,STY058,Word of Mouth,25-34,2021-02-06,No,No
CL2243,CS05,STY024,Facebook,65+,2023-09-06,No,Yes
CL2244,CS09,STY018,Word of Mouth,25-34,2021-09-07,No,Yes
CL2245,CS06,STY068,Word of Mouth,45-54,2020-08-18,No,No
CL2246,CS09,STY041,Word of Mouth,55-64,2020-10-07,Yes,Yes
CL2247,CS04,STY028,Word of Mouth,35-44,2022-09-07,Yes,Yes
CL2248,CS07,STY010,Google Search,45-54,2024-10-24,Yes,No
CL2249,CS03,STY009,Gift Voucher,25-34,2024-04-06,No,No
CL2250,CS02,STY053,Google Search,25-34,2024-03-22,No,Yes
CL2251,CS05,STY042,Facebook,45-54,2020-03-28,No,Yes
CL2252,CS04,STY058,TikTok,65+,2022-03-11,Yes,No
CL2253,CS03,STY053,Facebook,65+,2022-11-09,Yes,Yes
CL2254,CS10,STY056,Google Search,35-44,2020-06-02,Yes,Yes
CL2255,CS02,STY019,Google Search,45-54,2024-05-10,Yes,Yes
CL2256,CS05,STY044,Instagram,35-44,2024-07-10,No,No
CL2257,CS10,STY066,Instagram,35-44,2022-08-20,No,Yes
CL2258,CS12,STY074,Google Search,35-44,2023-10-29,Yes,Yes
CL2259,CS06,STY069,Word of Mouth,35-44,2021-12-02,Yes,Yes
CL2260,CS11,STY066,Instagram,25-34,2021-08-14,Yes,Yes
CL2261,CS06,STY040,Corporate,35-44,2021-12-14,Yes,Yes
CL2262,CS09,STY055,TikTok,25-34,2023-05-09,Yes,No
CL2263,CS03,STY047,Friend Referral,45-54,2021-01-24,No,Yes
CL2264,CS08,STY038,Google Search,25-34,2024-01-23,Yes,Yes
CL2265,CS10,STY064,Friend Referral,55-64,2021-01-09,No,Yes
CL2266,CS07,STY059,Facebook,25-34,2023-03-09,No,Yes
CL2267,CS05,STY071,TikTok,25-34,2022-02-10,No,Yes
CL2268,CS02,STY059,Word of Mouth,65+,2022-10-10,No,No
CL2269,CS10,STY063,Facebook,25-34,2022-05-25,Yes,Yes
CL2270,CS07,STY016,Instagram,25-34,2021-01-05,No,Yes
CL2271,CS01,STY069,Gift Voucher,25-34,2023-01-28,No,Yes
CL2272,CS02,STY006,Corporate,45-54,2021-02-23,Yes,Yes
CL2273,CS02,STY037,Instagram,45-54,2021-07-21,No,Yes
CL2274,CS04,STY035,Word of Mouth,45-54,2024-03-19,No,Yes
CL2275,CS03,STY029,Word of Mouth,45-54,2024-04-10,Yes,Yes
CL2276,CS04,STY012,Google Search,18-24,2020-11-24,No,Yes
CL2277,CS02,STY031,Word of Mouth,55-64,2021-03-28,No,No
CL2278,CS03,STY014,Gift Voucher,55-64,2021-07-26,Yes,Yes
CL2279,CS11,STY050,Instagram,35-44,2023-05-13,No,Yes
CL2280,CS04,STY057,Word of Mouth,25-34,2023-12-30,No,Yes
CL2281,CS12,STY049,Gift Voucher,55-64,2024-03-17,Yes,No
CL2282,CS05,STY068,Word of Mouth,45-54,2022-06-13,No,Yes
CL2283,CS01,STY057,Facebook,45-54,2024-09-12,Yes,Yes
CL2284,CS03,STY049,Friend Referral,45-54,2023-12-02,Yes,Yes
CL2285,CS04,STY032,Word of Mouth,35-44,2021-07-15,No,Yes
CL2286,CS07,STY073,TikTok,35-44,2020-02-19,Yes,No
